par_id,rmse,nse,r,bias,mae,nmae
p00001,67.8495757404363,-122.827077817367,0.243435570320103,53.8566889625261,56.126553903253,6.32881604390563
p00002,5.29690309174586,0.245315541746263,0.865799432762212,-4.32379215107169,4.42287593606424,0.339798038214945
p00003,2.48911155137255,0.833348175776104,0.9471498662464,-1.47120542212542,2.14203748275033,0.20214301562316
p00004,2.69003739808745,0.805357359748158,0.934435935177442,-1.50511603280064,2.3355785156379,0.226218547827405
p00005,4.94549810263497,0.342127957610511,0.893541145628357,-4.04723808688879,4.1460819495562,0.348133816691052
p00006,4.7749655987494,0.386715702023167,0.823461094214452,1.58009362688099,3.46955655484563,0.324911055319756
p00007,6.63106437884501,-0.182736065608262,0.821795029782866,-5.60109803629598,5.66982794380136,0.441076379992952
p00008,4.89720002383071,0.354914860671924,0.817694937768448,1.47696899863795,3.62421259609157,0.341199925675963
p00009,4.22981487976783,0.518757390895161,0.853656631488203,1.42986419386853,2.94201068622177,0.275553541254652
p00010,5.69165338838999,0.12863875474196,0.816148427879198,2.89923873885713,3.99401972920343,0.355076078067032
p00011,4.07296225659195,0.553787098986694,0.935049911627098,-3.42857382101915,3.49673225164566,0.302939153129452
p00012,6.35605586449113,-0.0866677109104297,0.809885762461868,-5.20206836692571,5.30106094602548,0.405356209254239
p00013,22.7674146329945,-12.9427610687018,0.373425971963888,8.89057768249516,13.5400365106386,1.66977717284241
